Date;Type;Valeur
03/09/1946 07:00;Hauteur;109
27/10/1946 07:00;Débit;176
27/10/1946 07:00;Hauteur;105
18/11/1946 07:00;Débit;117
18/11/1946 07:00;Hauteur;91
23/12/1946 07:00;Débit;261
23/12/1946 07:00;Hauteur;118
24/03/1947 07:00;Débit;888
24/03/1947 07:00;Hauteur;289
18/01/1947 07:00;Débit;456
18/01/1947 07:00;Hauteur;153
24/02/1947 07:00;Débit;404
24/02/1947 07:00;Hauteur;141
24/03/1947 07:00;Débit;888
24/03/1947 07:00;Hauteur;289
06/04/1947 07:00;Débit;776
06/04/1947 07:00;Hauteur;249
31/05/1947 07:00;Débit;146
31/05/1947 07:00;Hauteur;99
30/06/1947 07:00;Débit;261
30/06/1947 07:00;Hauteur;118
16/07/1947 07:00;Débit;213
16/07/1947 07:00;Hauteur;111
03/08/1947 07:00;Débit;201
03/08/1947 07:00;Hauteur;109
23/09/1947 07:00;Débit;138
23/09/1947 07:00;Hauteur;97
22/10/1947 07:00;Débit;146
22/10/1947 07:00;Hauteur;99
15/11/1947 07:00;Débit;124
15/11/1947 07:00;Hauteur;93
31/12/1947 23:59;Débit;594
31/12/1947 23:59;Hauteur;193
10/01/1948 07:00;Débit;1150
10/01/1948 07:00;Hauteur;395
10/01/1948 07:00;Débit;1150
10/01/1948 07:00;Hauteur;395
11/02/1948 07:00;Débit;863
11/02/1948 07:00;Hauteur;280
01/03/1948 07:00;Débit;404
01/03/1948 07:00;Hauteur;141
09/04/1948 07:00;Débit;365
09/04/1948 07:00;Hauteur;133
02/05/1948 07:00;Débit;201
02/05/1948 07:00;Hauteur;109
14/06/1948 07:00;Débit;213
14/06/1948 07:00;Hauteur;111
19/07/1948 07:00;Débit;278
19/07/1948 07:00;Hauteur;120
22/08/1948 07:00;Débit;386
22/08/1948 07:00;Hauteur;137
13/09/1948 07:00;Débit;404
13/09/1948 07:00;Hauteur;141
26/10/1948 07:00;Débit;253
26/10/1948 07:00;Hauteur;117
20/11/1948 07:00;Débit;407
20/11/1948 07:00;Hauteur;142
17/12/1948 07:00;Débit;253
17/12/1948 07:00;Hauteur;117
18/01/1949 07:00;Débit;498
18/01/1949 07:00;Hauteur;163
18/01/1949 07:00;Débit;498
18/01/1949 07:00;Hauteur;163
14/02/1949 07:00;Débit;286
14/02/1949 07:00;Hauteur;121
22/03/1949 07:00;Débit;238
22/03/1949 07:00;Hauteur;115
25/04/1949 07:00;Débit;238
25/04/1949 07:00;Hauteur;115
17/05/1949 07:00;Débit;225
17/05/1949 07:00;Hauteur;113
30/06/1949 23:59;Débit;246
30/06/1949 23:59;Hauteur;116
19/07/1949 07:00;Débit;261
19/07/1949 07:00;Hauteur;118
06/08/1949 07:00;Débit;176
06/08/1949 07:00;Hauteur;105
24/09/1949 07:00;Débit;270
24/09/1949 07:00;Hauteur;119
10/10/1949 07:00;Débit;253
10/10/1949 07:00;Hauteur;117
24/11/1949 07:00;Débit;278
24/11/1949 07:00;Hauteur;120
24/12/1949 07:00;Débit;404
24/12/1949 07:00;Hauteur;141
14/12/1950 07:00;Débit;738
14/12/1950 07:00;Hauteur;237
09/01/1950 07:00;Débit;319
09/01/1950 07:00;Hauteur;125
19/02/1950 07:00;Débit;692
19/02/1950 07:00;Hauteur;223
01/03/1950 00:01;Débit;600
01/03/1950 00:01;Hauteur;195
28/04/1950 07:00;Débit;474
28/04/1950 07:00;Hauteur;157
02/05/1950 07:00;Débit;470
02/05/1950 07:00;Hauteur;156
01/06/1950 07:00;Débit;238
01/06/1950 07:00;Hauteur;115
05/07/1950 07:00;Débit;238
05/07/1950 07:00;Hauteur;115
01/08/1950 07:00;Débit;195
01/08/1950 07:00;Hauteur;108
03/09/1950 07:00;Débit;319
03/09/1950 07:00;Hauteur;125
16/10/1950 07:00;Débit;238
16/10/1950 07:00;Hauteur;115
20/11/1950 07:00;Débit;465
20/11/1950 07:00;Hauteur;155
14/12/1950 07:00;Débit;738
14/12/1950 07:00;Hauteur;237
13/04/1951 07:00;Débit;837
13/04/1951 07:00;Hauteur;271
21/01/1951 07:00;Débit;764
21/01/1951 07:00;Hauteur;245
23/02/1951 07:00;Débit;670
23/02/1951 07:00;Hauteur;216
30/03/1951 07:00;Débit;682
30/03/1951 07:00;Hauteur;220
13/04/1951 07:00;Débit;837
13/04/1951 07:00;Hauteur;271
02/05/1951 07:00;Débit;365
02/05/1951 07:00;Hauteur;133
29/06/1951 07:00;Débit;712
29/06/1951 07:00;Hauteur;229
01/07/1951 07:00;Débit;718
01/07/1951 07:00;Hauteur;231
30/08/1951 07:00;Débit;238
30/08/1951 07:00;Hauteur;115
17/09/1951 07:00;Débit;201
17/09/1951 07:00;Hauteur;109
06/10/1951 07:00;Débit;176
06/10/1951 07:00;Hauteur;105
25/11/1951 07:00;Débit;530
25/11/1951 07:00;Hauteur;173
02/12/1951 07:00;Débit;494
02/12/1951 07:00;Hauteur;162
31/12/1952 07:00;Débit;1320
31/12/1952 07:00;Hauteur;459
23/01/1952 07:00;Débit;1040
23/01/1952 07:00;Hauteur;349
17/02/1952 07:00;Débit;1130
17/02/1952 07:00;Hauteur;387
31/03/1952 23:59;Débit;1060
31/03/1952 23:59;Hauteur;357
05/04/1952 07:00;Débit;1110
05/04/1952 07:00;Hauteur;379
26/05/1952 07:00;Débit;354
26/05/1952 07:00;Hauteur;131
27/06/1952 07:00;Débit;225
27/06/1952 07:00;Hauteur;113
14/07/1952 07:00;Débit;176
14/07/1952 07:00;Hauteur;105
14/08/1952 07:00;Débit;238
14/08/1952 07:00;Hauteur;115
14/09/1952 07:00;Débit;238
14/09/1952 07:00;Hauteur;115
27/10/1952 07:00;Débit;386
27/10/1952 07:00;Hauteur;137
30/11/1952 17:00;Débit;964
30/11/1952 17:00;Hauteur;316
31/12/1952 07:00;Débit;1320
31/12/1952 07:00;Hauteur;459
01/01/1953 00:01;Débit;1290
01/01/1953 00:01;Hauteur;448
01/01/1953 00:01;Débit;1290
01/01/1953 00:01;Hauteur;448
15/02/1953 07:00;Débit;815
15/02/1953 07:00;Hauteur;263
02/03/1953 07:00;Débit;563
02/03/1953 07:00;Hauteur;183
11/04/1953 07:00;Débit;225
11/04/1953 07:00;Hauteur;113
27/05/1953 07:00;Débit;270
27/05/1953 07:00;Hauteur;119
24/06/1953 07:00;Débit;270
24/06/1953 07:00;Hauteur;119
07/07/1953 07:00;Débit;253
07/07/1953 07:00;Hauteur;117
01/08/1953 00:01;Débit;170
01/08/1953 00:01;Hauteur;104
14/09/1953 07:00;Débit;225
14/09/1953 07:00;Hauteur;113
19/10/1953 07:00;Débit;213
19/10/1953 07:00;Hauteur;111
05/11/1953 07:00;Débit;201
05/11/1953 07:00;Hauteur;109
30/12/1953 07:00;Débit;158
30/12/1953 07:00;Hauteur;102
31/12/1954 07:00;Débit;556
31/12/1954 07:00;Hauteur;181
19/01/1954 07:00;Débit;286
19/01/1954 07:00;Hauteur;121
04/02/1954 07:00;Débit;397
04/02/1954 07:00;Hauteur;139
07/03/1954 07:00;Débit;428
07/03/1954 07:00;Hauteur;147
04/04/1954 07:00;Débit;456
04/04/1954 07:00;Hauteur;153
26/05/1954 07:00;Débit;286
26/05/1954 07:00;Hauteur;121
09/06/1954 07:00;Débit;138
09/06/1954 07:00;Hauteur;97
31/07/1954 07:00;Débit;127
31/07/1954 07:00;Hauteur;94
26/08/1954 07:00;Débit;176
26/08/1954 07:00;Hauteur;105
02/09/1954 07:00;Débit;153
02/09/1954 07:00;Hauteur;101
09/10/1954 07:00;Débit;225
09/10/1954 07:00;Hauteur;113
30/11/1954 23:59;Débit;228
30/11/1954 23:59;Hauteur;113
31/12/1954 07:00;Débit;556
31/12/1954 07:00;Hauteur;181
23/01/1955 17:00;Débit;2110
23/01/1955 17:00;Hauteur;712
23/01/1955 17:00;Débit;2110
23/01/1955 17:00;Hauteur;712
14/02/1955 12:00;Débit;1300
14/02/1955 12:00;Hauteur;453
01/03/1955 00:01;Débit;874
01/03/1955 00:01;Hauteur;284
01/04/1955 00:01;Débit;585
01/04/1955 00:01;Hauteur;190
02/05/1955 07:00;Débit;189
02/05/1955 07:00;Hauteur;107
14/06/1955 07:00;Débit;319
14/06/1955 07:00;Hauteur;125
20/07/1955 07:00;Débit;238
20/07/1955 07:00;Hauteur;115
02/08/1955 07:00;Débit;213
02/08/1955 07:00;Hauteur;111
04/09/1955 07:00;Débit;176
04/09/1955 07:00;Hauteur;105
24/10/1955 07:00;Débit;201
24/10/1955 07:00;Hauteur;109
22/11/1955 07:00;Débit;153
22/11/1955 07:00;Hauteur;101
31/12/1955 23:59;Débit;405
31/12/1955 23:59;Hauteur;141
02/02/1956 07:00;Débit;653
02/02/1956 07:00;Hauteur;211
31/01/1956 23:59;Débit;624
31/01/1956 23:59;Hauteur;202
02/02/1956 07:00;Débit;653
02/02/1956 07:00;Hauteur;211
05/03/1956 07:00;Débit;517
05/03/1956 07:00;Hauteur;169
18/04/1956 07:00;Débit;543
18/04/1956 07:00;Hauteur;177
26/05/1956 07:00;Débit;410
26/05/1956 07:00;Hauteur;143
05/06/1956 07:00;Débit;397
05/06/1956 07:00;Hauteur;139
21/07/1956 07:00;Débit;286
21/07/1956 07:00;Hauteur;121
31/08/1956 07:00;Débit;327
31/08/1956 07:00;Hauteur;126
29/09/1956 07:00;Débit;376
29/09/1956 07:00;Hauteur;135
09/10/1956 07:00;Débit;319
09/10/1956 07:00;Hauteur;125
30/11/1956 07:00;Débit;419
30/11/1956 07:00;Hauteur;145
04/12/1956 07:00;Débit;498
04/12/1956 07:00;Hauteur;163
01/03/1957 12:00;Débit;1360
01/03/1957 12:00;Hauteur;475
16/01/1957 07:00;Débit;465
16/01/1957 07:00;Hauteur;155
28/02/1957 23:59;Débit;1350
28/02/1957 23:59;Hauteur;471
01/03/1957 12:00;Débit;1360
01/03/1957 12:00;Hauteur;475
01/04/1957 07:00;Débit;343
01/04/1957 07:00;Hauteur;129
12/05/1957 07:00;Débit;195
12/05/1957 07:00;Hauteur;108
26/06/1957 07:00;Débit;354
26/06/1957 07:00;Hauteur;131
25/07/1957 07:00;Débit;231
25/07/1957 07:00;Hauteur;114
05/08/1957 07:00;Débit;207
05/08/1957 07:00;Hauteur;110
26/09/1957 07:00;Débit;286
26/09/1957 07:00;Hauteur;121
22/10/1957 07:00;Débit;253
22/10/1957 07:00;Hauteur;117
09/11/1957 07:00;Débit;386
09/11/1957 07:00;Hauteur;137
16/12/1957 07:00;Débit;404
16/12/1957 07:00;Hauteur;141
28/02/1958 07:00;Débit;1570
28/02/1958 07:00;Hauteur;547
23/01/1958 07:00;Débit;815
23/01/1958 07:00;Hauteur;263
28/02/1958 07:00;Débit;1570
28/02/1958 07:00;Hauteur;547
01/03/1958 00:01;Débit;1550
01/03/1958 00:01;Hauteur;541
01/04/1958 00:01;Débit;607
01/04/1958 00:01;Hauteur;197
28/05/1958 07:00;Débit;961
28/05/1958 07:00;Hauteur;315
01/06/1958 00:01;Débit;827
01/06/1958 00:01;Hauteur;267
20/07/1958 07:00;Débit;404
20/07/1958 07:00;Hauteur;141
23/08/1958 07:00;Débit;253
23/08/1958 07:00;Hauteur;117
05/09/1958 07:00;Débit;294
05/09/1958 07:00;Hauteur;122
18/10/1958 07:00;Débit;286
18/10/1958 07:00;Hauteur;121
12/11/1958 07:00;Débit;644
12/11/1958 07:00;Hauteur;208
25/12/1958 08:00;Débit;1130
25/12/1958 08:00;Hauteur;387
19/01/1959 08:00;Débit;1810
19/01/1959 08:00;Hauteur;622
19/01/1959 08:00;Débit;1810
19/01/1959 08:00;Hauteur;622
01/02/1959 00:01;Débit;1110
01/02/1959 00:01;Hauteur;376
08/03/1959 07:00;Débit;438
08/03/1959 07:00;Hauteur;149
30/04/1959 23:59;Débit;438
30/04/1959 23:59;Hauteur;149
02/05/1959 07:00;Débit;511
02/05/1959 07:00;Hauteur;167
02/06/1959 08:00;Débit;225
02/06/1959 08:00;Hauteur;113
20/07/1959 07:00;Débit;153
20/07/1959 07:00;Hauteur;101
21/08/1959 07:00;Débit;164
21/08/1959 07:00;Hauteur;103
30/09/1959 23:59;Débit;129
30/09/1959 23:59;Hauteur;94,4
22/10/1959 07:00;Débit;146
22/10/1959 07:00;Hauteur;99
21/11/1959 07:00;Débit;146
21/11/1959 07:00;Hauteur;99
26/12/1959 07:00;Débit;278
26/12/1959 07:00;Hauteur;120
08/12/1960 07:00;Débit;812
08/12/1960 07:00;Hauteur;262
06/01/1960 07:00;Débit;397
06/01/1960 07:00;Hauteur;139
29/02/1960 07:00;Débit;428
29/02/1960 07:00;Hauteur;147
06/03/1960 07:00;Débit;530
06/03/1960 07:00;Hauteur;173
19/04/1960 07:00;Débit;146
19/04/1960 07:00;Hauteur;99
26/05/1960 07:00;Débit;219
26/05/1960 07:00;Hauteur;112
25/06/1960 07:00;Débit;201
25/06/1960 07:00;Hauteur;109
17/07/1960 07:00;Débit;124
17/07/1960 07:00;Hauteur;93
30/08/1960 07:00;Débit;438
30/08/1960 07:00;Hauteur;149
02/09/1960 07:00;Débit;456
02/09/1960 07:00;Hauteur;153
31/10/1960 23:59;Débit;749
31/10/1960 23:59;Hauteur;240
02/11/1960 07:00;Débit;801
02/11/1960 07:00;Hauteur;258
08/12/1960 07:00;Débit;812
08/12/1960 07:00;Hauteur;262
09/02/1961 07:00;Débit;1120
09/02/1961 07:00;Hauteur;383
06/01/1961 07:00;Débit;1080
06/01/1961 07:00;Hauteur;365
09/02/1961 07:00;Débit;1120
09/02/1961 07:00;Hauteur;383
03/03/1961 07:00;Débit;595
03/03/1961 07:00;Hauteur;193
13/04/1961 07:00;Débit;270
13/04/1961 07:00;Hauteur;119
30/05/1961 07:00;Débit;311
30/05/1961 07:00;Hauteur;124
01/06/1961 07:00;Débit;238
01/06/1961 07:00;Hauteur;115
09/07/1961 07:00;Débit;146
09/07/1961 07:00;Hauteur;99
01/08/1961 07:00;Débit;131
01/08/1961 07:00;Hauteur;95
29/09/1961 07:00;Débit;138
29/09/1961 07:00;Hauteur;97
31/10/1961 07:00;Débit;153
31/10/1961 07:00;Hauteur;101
17/11/1961 07:00;Débit;278
17/11/1961 07:00;Hauteur;120
20/12/1961 07:00;Débit;618
20/12/1961 07:00;Hauteur;200
18/01/1962 07:00;Débit;975
18/01/1962 07:00;Hauteur;320
18/01/1962 07:00;Débit;975
18/01/1962 07:00;Hauteur;320
15/02/1962 07:00;Débit;760
15/02/1962 07:00;Hauteur;244
31/03/1962 23:59;Débit;713
31/03/1962 23:59;Hauteur;229
08/04/1962 07:00;Débit;941
08/04/1962 07:00;Hauteur;308
25/05/1962 07:00;Débit;614
25/05/1962 07:00;Hauteur;199
01/06/1962 00:01;Débit;411
01/06/1962 00:01;Hauteur;143
09/07/1962 07:00;Débit;189
09/07/1962 07:00;Hauteur;107
20/08/1962 07:00;Débit;146
20/08/1962 07:00;Hauteur;99
07/09/1962 07:00;Débit;131
07/09/1962 07:00;Hauteur;95
03/10/1962 07:00;Débit;127
03/10/1962 07:00;Hauteur;94
21/11/1962 07:00;Débit;138
21/11/1962 07:00;Hauteur;97
27/12/1962 07:00;Débit;319
27/12/1962 07:00;Hauteur;125
28/11/1963 07:00;Débit;634
28/11/1963 07:00;Hauteur;205
08/01/1963 07:00;Débit;410
08/01/1963 07:00;Hauteur;143
23/02/1963 07:00;Débit;238
23/02/1963 07:00;Hauteur;115
23/03/1963 07:00;Débit;438
23/03/1963 07:00;Hauteur;149
07/04/1963 07:00;Débit;410
07/04/1963 07:00;Hauteur;143
24/05/1963 07:00;Débit;343
24/05/1963 07:00;Hauteur;129
29/06/1963 07:00;Débit;419
29/06/1963 07:00;Hauteur;145
01/07/1963 00:01;Débit;268
01/07/1963 00:01;Hauteur;119
24/08/1963 07:00;Débit;338
24/08/1963 07:00;Hauteur;128
01/09/1963 07:00;Débit;253
01/09/1963 07:00;Hauteur;117
15/10/1963 07:00;Débit;164
15/10/1963 07:00;Hauteur;103
28/11/1963 07:00;Débit;634
28/11/1963 07:00;Hauteur;205
01/12/1963 00:01;Débit;517
01/12/1963 00:01;Hauteur;169
27/03/1964 07:00;Débit;787
27/03/1964 07:00;Hauteur;253
20/01/1964 07:00;Débit;245
20/01/1964 07:00;Hauteur;116
04/02/1964 07:00;Débit;343
04/02/1964 07:00;Hauteur;129
27/03/1964 07:00;Débit;787
27/03/1964 07:00;Hauteur;253
01/04/1964 00:01;Débit;575
01/04/1964 00:01;Hauteur;187
25/05/1964 07:00;Débit;338
25/05/1964 07:00;Hauteur;128
10/06/1964 07:00;Débit;386
10/06/1964 07:00;Hauteur;137
24/07/1964 07:00;Débit;153
24/07/1964 07:00;Hauteur;101
10/08/1964 07:00;Débit;115
10/08/1964 07:00;Hauteur;90
06/09/1964 08:00;Débit;213
06/09/1964 08:00;Hauteur;111
10/10/1964 07:00;Débit;135
10/10/1964 07:00;Hauteur;96
23/11/1964 07:00;Débit;189
23/11/1964 07:00;Hauteur;107
14/12/1964 07:00;Débit;207
14/12/1964 07:00;Hauteur;110
29/12/1965 07:00;Débit;1320
29/12/1965 07:00;Hauteur;460
31/01/1965 23:59;Débit;654
31/01/1965 23:59;Hauteur;211
01/02/1965 07:00;Débit;666
01/02/1965 07:00;Hauteur;215
28/03/1965 07:00;Débit;787
28/03/1965 07:00;Hauteur;253
01/04/1965 08:00;Débit;764
01/04/1965 08:00;Hauteur;245
07/05/1965 07:00;Débit;524
07/05/1965 07:00;Hauteur;171
08/06/1965 07:00;Débit;483
08/06/1965 07:00;Hauteur;159
02/07/1965 07:00;Débit;213
02/07/1965 07:00;Hauteur;111
08/08/1965 07:00;Débit;303
08/08/1965 07:00;Hauteur;123
20/09/1965 07:00;Débit;365
20/09/1965 07:00;Hauteur;133
08/10/1965 07:00;Débit;479
08/10/1965 07:00;Hauteur;158
30/11/1965 23:59;Débit;791
30/11/1965 23:59;Hauteur;254
29/12/1965 07:00;Débit;1320
29/12/1965 07:00;Hauteur;460
06/01/1966 07:00;Débit;1410
06/01/1966 07:00;Hauteur;491
06/01/1966 07:00;Débit;1410
06/01/1966 07:00;Hauteur;491
14/02/1966 07:00;Débit;1210
14/02/1966 07:00;Hauteur;417
03/03/1966 07:00;Débit;894
03/03/1966 07:00;Hauteur;291
19/04/1966 07:00;Débit;767
19/04/1966 07:00;Hauteur;246
02/05/1966 07:00;Débit;474
02/05/1966 07:00;Hauteur;157
23/06/1966 07:00;Débit;261
23/06/1966 07:00;Hauteur;118
08/07/1966 07:00;Débit;261
08/07/1966 07:00;Hauteur;118
07/08/1966 07:00;Débit;303
07/08/1966 07:00;Hauteur;123
09/09/1966 07:00;Débit;164
09/09/1966 07:00;Hauteur;103
26/10/1966 07:00;Débit;338
26/10/1966 07:00;Hauteur;128
11/11/1966 07:00;Débit;261
11/11/1966 07:00;Hauteur;118
15/12/1966 07:00;Débit;1080
15/12/1966 07:00;Hauteur;363
02/01/1967 07:00;Débit;1090
02/01/1967 07:00;Hauteur;368
02/01/1967 07:00;Débit;1090
02/01/1967 07:00;Hauteur;368
03/02/1967 07:00;Débit;708
03/02/1967 07:00;Hauteur;228
04/03/1967 07:00;Débit;614
04/03/1967 07:00;Hauteur;199
01/04/1967 07:00;Débit;303
01/04/1967 07:00;Hauteur;123
11/05/1967 07:00;Débit;343
11/05/1967 07:00;Hauteur;129
16/06/1967 07:00;Débit;183
16/06/1967 07:00;Hauteur;106
15/07/1967 07:00;Débit;164
15/07/1967 07:00;Hauteur;103
02/08/1967 07:00;Débit;164
02/08/1967 07:00;Hauteur;103
17/09/1967 07:00;Débit;176
17/09/1967 07:00;Hauteur;105
21/10/1967 07:00;Débit;238
21/10/1967 07:00;Hauteur;115
08/11/1967 07:00;Débit;465
08/11/1967 07:00;Hauteur;155
31/12/1967 23:59;Débit;880
31/12/1967 23:59;Hauteur;286
19/01/1968 07:00;Débit;1570
19/01/1968 07:00;Hauteur;546
19/01/1968 07:00;Débit;1570
19/01/1968 07:00;Hauteur;546
01/02/1968 00:01;Débit;1070
01/02/1968 00:01;Hauteur;362
01/03/1968 00:01;Débit;671
01/03/1968 00:01;Hauteur;217
01/04/1968 07:00;Débit;428
01/04/1968 07:00;Hauteur;147
10/05/1968 07:00;Débit;718
10/05/1968 07:00;Hauteur;231
01/06/1968 00:01;Débit;455
01/06/1968 00:01;Hauteur;153
06/07/1968 07:00;Débit;138
06/07/1968 07:00;Hauteur;97
31/08/1968 23:59;Débit;328
31/08/1968 23:59;Hauteur;126
24/09/1968 07:00;Débit;595
24/09/1968 07:00;Hauteur;193
01/10/1968 07:00;Débit;514
01/10/1968 07:00;Hauteur;168
11/11/1968 07:00;Débit;370
11/11/1968 07:00;Hauteur;134
30/12/1968 07:00;Débit;843
30/12/1968 07:00;Hauteur;273
08/05/1969 07:00;Débit;738
08/05/1969 07:00;Hauteur;237
01/01/1969 00:01;Débit;678
01/01/1969 00:01;Hauteur;219
27/02/1969 07:00;Débit;699
27/02/1969 07:00;Hauteur;225
19/03/1969 07:00;Débit;692
19/03/1969 07:00;Hauteur;223
30/04/1969 23:59;Débit;600
30/04/1969 23:59;Hauteur;194
08/05/1969 07:00;Débit;738
08/05/1969 07:00;Hauteur;237
05/06/1969 07:00;Débit;410
05/06/1969 07:00;Hauteur;143
01/07/1969 07:00;Débit;365
01/07/1969 07:00;Hauteur;133
02/08/1969 07:00;Débit;153
02/08/1969 07:00;Hauteur;101
18/09/1969 07:00;Débit;238
18/09/1969 07:00;Hauteur;115
02/10/1969 07:00;Débit;124
02/10/1969 07:00;Hauteur;93
11/11/1969 07:00;Débit;303
11/11/1969 07:00;Hauteur;123
26/12/1969 07:00;Débit;465
26/12/1969 07:00;Hauteur;155
05/03/1970 07:00;Débit;1630
05/03/1970 07:00;Hauteur;563
31/01/1970 23:59;Débit;630
31/01/1970 23:59;Hauteur;204
27/02/1970 17:00;Débit;1630
27/02/1970 17:00;Hauteur;563
05/03/1970 07:00;Débit;1630
05/03/1970 07:00;Hauteur;563
15/04/1970 07:00;Débit;969
15/04/1970 07:00;Hauteur;318
01/05/1970 00:01;Débit;663
01/05/1970 00:01;Hauteur;214
22/06/1970 07:00;Débit;354
22/06/1970 07:00;Hauteur;131
08/07/1970 07:00;Débit;343
08/07/1970 07:00;Hauteur;129
20/08/1970 07:00;Débit;207
20/08/1970 07:00;Hauteur;110
16/09/1970 07:00;Débit;149
16/09/1970 07:00;Hauteur;100
10/10/1970 07:00;Débit;176
10/10/1970 07:00;Hauteur;105
22/11/1970 07:00;Débit;286
22/11/1970 07:00;Hauteur;121
10/12/1970 07:00;Débit;376
10/12/1970 07:00;Hauteur;135
01/02/1971 07:00;Débit;556
01/02/1971 07:00;Hauteur;181
31/01/1971 23:59;Débit;541
31/01/1971 23:59;Hauteur;176
01/02/1971 07:00;Débit;556
01/02/1971 07:00;Hauteur;181
31/03/1971 23:59;Débit;267
31/03/1971 23:59;Hauteur;119
01/04/1971 07:00;Débit;270
01/04/1971 07:00;Hauteur;119
23/05/1971 07:00;Débit;348
23/05/1971 07:00;Hauteur;130
14/06/1971 07:00;Débit;332
14/06/1971 07:00;Hauteur;127
05/07/1971 07:00;Débit;207
05/07/1971 07:00;Hauteur;110
07/08/1971 07:00;Débit;164
07/08/1971 07:00;Hauteur;103
02/09/1971 07:00;Débit;149
02/09/1971 07:00;Hauteur;100
30/10/1971 07:00;Débit;153
30/10/1971 07:00;Hauteur;101
21/11/1971 07:00;Débit;319
21/11/1971 07:00;Hauteur;125
07/12/1971 07:00;Débit;189
07/12/1971 07:00;Hauteur;107
25/11/1972 07:00;Débit;679
25/11/1972 07:00;Hauteur;219
30/01/1972 07:00;Débit;319
30/01/1972 07:00;Hauteur;125
20/02/1972 07:00;Débit;424
20/02/1972 07:00;Hauteur;146
08/03/1972 07:00;Débit;207
08/03/1972 07:00;Hauteur;110
15/04/1972 07:00;Débit;327
15/04/1972 07:00;Hauteur;126
31/05/1972 07:00;Débit;238
31/05/1972 07:00;Hauteur;115
05/06/1972 07:00;Débit;201
05/06/1972 07:00;Hauteur;109
20/07/1972 07:00;Débit;365
20/07/1972 07:00;Hauteur;133
22/08/1972 07:00;Débit;498
22/08/1972 07:00;Hauteur;163
02/09/1972 07:00;Débit;207
02/09/1972 07:00;Hauteur;110
23/10/1972 07:00;Débit;158
23/10/1972 07:00;Hauteur;102
25/11/1972 07:00;Débit;679
25/11/1972 07:00;Hauteur;219
01/12/1972 00:01;Débit;495
01/12/1972 00:01;Hauteur;162
28/12/1973 07:00;Débit;781
28/12/1973 07:00;Hauteur;251
29/01/1973 07:00;Débit;410
29/01/1973 07:00;Hauteur;143
15/02/1973 07:00;Débit;679
15/02/1973 07:00;Hauteur;219
01/03/1973 00:01;Débit;558
01/03/1973 00:01;Hauteur;182
08/04/1973 07:00;Débit;207
08/04/1973 07:00;Hauteur;110
07/05/1973 07:00;Débit;365
07/05/1973 07:00;Hauteur;133
02/06/1973 07:00;Débit;504
02/06/1973 07:00;Hauteur;165
18/07/1973 07:00;Débit;225
18/07/1973 07:00;Hauteur;113
22/08/1973 07:00;Débit;207
22/08/1973 07:00;Hauteur;110
29/09/1973 07:00;Débit;213
29/09/1973 07:00;Hauteur;111
15/10/1973 07:00;Débit;245
15/10/1973 07:00;Hauteur;116
05/11/1973 07:00;Débit;303
05/11/1973 07:00;Hauteur;123
28/12/1973 07:00;Débit;781
28/12/1973 07:00;Hauteur;251
21/12/2014 01:53;Hauteur;236
07/11/2014 12:20;Débit;560
07/11/2014 12:20;Hauteur;182
21/12/2014 01:53;Débit;735
21/12/2014 01:53;Hauteur;236
05/01/2015 13:24;Débit;579
05/01/2015 13:24;Hauteur;188
05/01/2015 13:24;Débit;579
05/01/2015 13:24;Hauteur;188
06/03/2015 08:04;Débit;488
11/04/2015 08:32;Débit;410
25/05/2015 00:05;Débit;298
25/05/2015 00:05;Hauteur;122
06/06/2015 13:06;Débit;223
06/06/2015 13:06;Hauteur;113
03/02/2016 10:39;Hauteur;174
14/01/2016 14:05;Débit;434
14/01/2016 14:05;Hauteur;148
03/02/2016 10:39;Hauteur;174
